x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89669.82634826488,43133.24935924902,0.0,0.0,0.0,-0.8641775047575619,0.5031870827743832,8.333333333333334
89668.2388975564,43130.45242228646,0.0,0.0,0.0,-0.8567052353123144,0.5158063006482879,8.333333333333334
89666.87822552054,43127.882263996544,0.0,0.0,0.0,-0.8760856354219352,0.4821555344568223,8.333333333333334
89665.44196059382,43125.61447727014,0.0,0.0,0.0,-0.8683274209497469,0.4959914213237574,8.333333333333334
89663.70332410357,43122.66635452582,0.0,0.0,0.0,-0.9657707506138884,0.2593971034122904,8.333333333333334
89660.83079425011,43120.00331092646,0.0,0.0,0.0,-0.958760558299818,0.2842150450778798,8.333333333333334
89657.80707861489,43118.037895763584,0.0,0.0,0.0,-0.9705122143351904,0.2410519483974468,8.333333333333334
89653.95184118,43115.99688770982,0.0,0.0,0.0,0.9953877060263016,0.0959339079350832,8.333333333333334
89650.61527763396,43116.14606331011,0.0,0.0,0.0,0.9868796805156108,0.1614574129156232,8.333333333333334
89647.04114078643,43117.34771276746,0.0,0.0,0.0,0.9828388597749672,0.1844661912553153,8.333333333333334
89644.45593458207,43118.35356517503,0.0,0.0,0.0,0.9828388597749282,0.1844661912555224,8.333333333333334
89642.08375731178,43119.77653225382,0.0,0.0,0.0,0.980114677324084,0.1984319008977814,8.333333333333334
89638.08207722215,43122.21279718054,0.0,0.0,0.0,0.9622001654295768,0.272343242338221,8.333333333333334
89636.21666205926,43123.42228343462,0.0,0.0,0.0,0.9656057545943876,0.2600106280408611,8.333333333333334
89633.87328244197,43124.78295547046,0.0,0.0,0.0,0.9225056094289747,0.3859836791524684,8.333333333333334
89632.19193766383,43126.48851578403,0.0,0.0,0.0,0.8807548517288327,0.473572477194486,8.333333333333334
89630.04143781093,43129.74162241264,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89627.8148229,43133.1098699,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89626.0962446,43135.5491846,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89624.3893618,43137.9966586,0.0,0.0,0.0,0.8866177348157583,0.4625029646501454,8.333333333333334
89622.6819638,43140.4439264,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,8.333333333333334
89620.9806511,43142.8958758,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89619.2813115,43145.3490954,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89617.600974,43147.8148295,0.0,0.0,0.0,0.8817338975541988,0.4717471079973692,8.333333333333334
89615.9459781,43150.2959718,0.0,0.0,0.0,0.8747329353994254,0.4846052947786523,8.333333333333334
89614.3648117,43152.8237383,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89613.0157321,43155.4866665,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89611.6932589,43159.3481709,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89611.7291468,43162.8404789,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89613.2741219,43165.1124982,0.0,0.0,0.0,0.332024351633184,0.943270814730618,8.333333333333334
89615.538489,43166.2320151,0.0,0.0,0.0,0.0957611796389797,0.9954043381833088,8.333333333333334
89618.60703227618,43165.63567843195,0.0,0.0,0.0,-0.1714659858086165,0.985190040403718,8.333333333333334
89620.33493373229,43164.18338215518,0.0,0.0,0.0,-0.3722981364651079,0.928113192226362,8.333333333333334
89621.86169247697,43162.51354496547,0.0,0.0,0.0,-0.4334716146163332,0.9011672205101054,8.333333333333334
89623.26570571648,43160.75290942726,0.0,0.0,0.0,-0.4334716146163332,0.9011672205101054,8.333333333333334
89624.56416610056,43158.91443609831,0.0,0.0,0.0,-0.4334716146163332,0.9011672205101054,8.333333333333334
89625.77426627881,43157.01108553628,0.0,0.0,0.0,-0.4334716146163332,0.9011672205101054,8.333333333333334
89626.91319890087,43155.05581829892,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,8.333333333333334
89627.9981566164,43153.06159494392,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,8.333333333333334
89629.04633207506,43151.041376029,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,8.333333333333334
89630.07491792647,43149.00812211189,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,8.333333333333334
89631.10110682028,43146.97479375028,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,8.333333333333334
89632.14209140617,43144.9543515019,0.0,0.0,0.0,-0.551099706575186,0.8344394006833233,8.333333333333334
89633.21506433375,43142.959755924465,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,8.333333333333334
89634.33721825268,43141.00396757568,0.0,0.0,0.0,-0.4933401137192882,0.8698364973921476,8.333333333333334
89635.48582772363,43139.13700105536,0.0,0.0,0.0,-0.3526139839977672,0.9357688701219028,8.333333333333334
