x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89655.68606231645,43128.47924662657,0.0,0.0,0.0,-0.8829995660205537,0.4693738024299116,8.333333333333334
89655.10683666558,43126.22556570897,0.0,0.0,0.0,-0.9546094490859496,0.2978603694952041,8.333333333333334
89652.59909746288,43123.89066061173,0.0,0.0,0.0,-0.9985232683338354,0.054325708425343,8.333333333333334
89650.14482063237,43122.69196726927,0.0,0.0,0.0,-0.9999794267115556,0.0064145267657653,8.333333333333334
89646.49079578259,43122.38746519846,0.0,0.0,0.0,-0.9999794267115556,0.0064145267657653,8.333333333333334
89643.39493330602,43122.776720744536,0.0,0.0,0.0,0.9622001654295768,0.272343242338221,8.333333333333334
89640.42726232186,43123.09283390558,0.0,0.0,0.0,0.9622001654295768,0.272343242338221,8.333333333333334
89637.78401517938,43124.08405158402,0.0,0.0,0.0,0.9622001654295768,0.272343242338221,8.333333333333334
89636.80399656408,43124.18596890256,0.0,0.0,0.0,0.9231581559177824,0.3844203677778783,8.333333333333334
89635.0,43125.0,0.0,0.0,0.0,0.9231581559177824,0.3844203677778783,8.333333333333334
89633.6704304,43126.7995009,0.0,0.0,0.0,0.905277654347724,0.4248203956246484,8.333333333333334
89632.2625729,43128.5799814,0.0,0.0,0.0,0.8948576686430713,0.4463516022942981,8.333333333333334
89631.0674883,43130.2655791,0.0,0.0,0.0,0.8908735393706145,0.4542514026937883,8.333333333333334
89630.62222222,43131.5988222,0.0,0.0,0.0,0.8908735393706145,0.4542514026937883,8.333333333333334
89629.0,43133.8868729,0.0,0.0,0.0,0.8908735393706145,0.4542514026937883,8.333333333333334
89628.3148229,43134.8532755,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89627.0,43136.7077572,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89625.8893618,43138.2742481,0.0,0.0,0.0,0.8866177348157583,0.4625029646501454,8.333333333333334
89624.1819638,43140.6824342,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,8.333333333333334
89622.4806511,43143.0820374,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89620.7813115,43145.4788576,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89619.100974,43147.8488764,0.0,0.0,0.0,0.8817338975541988,0.4717471079973692,8.333333333333334
89617.4459781,43150.1831524,0.0,0.0,0.0,0.8747329353994254,0.4846052947786523,8.333333333333334
89614.8648117,43153.8237383,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89613.0157321,43156.4866665,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89611.57208977304,43158.98661206404,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89611.1291468,43162.8404789,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89612.8741219,43165.1124982,0.0,0.0,0.0,0.332024351633184,0.943270814730618,8.333333333333334
89615.538489,43166.2320151,0.0,0.0,0.0,0.0957611796389797,0.9954043381833088,8.333333333333334
89619.2507637,43165.8975904,0.0,0.0,0.0,-0.1714659858086165,0.985190040403718,8.333333333333334
89621.28909267303,43163.71995676404,0.0,0.0,0.0,-0.3722981364651079,0.928113192226362,8.333333333333334
